Name,Ticker,Sector,Location,Weight (%),Asset Class
BEFESA SA,BFSA,Industrials,Allemagne,2.237,Actions
SWECO CLASS B,SWEC B,Industrials,Suède,2.231,Actions
BOX INC CLASS A,BOX,Technology,Etats-Unis,2.23,Actions
NIO CLASS A INC,9866,Consumer Discretionary,Chine,2.227,Actions
INSURANCE AUSTRALIA GROUP LTD,IAG,Financials,Australie,2.226,Actions
IBIDEN LTD,4062,Technology,Japon,2.221,Actions
S IMMO AG,SPI,Real Estate,Autriche,2.208,Actions
THOMSON REUTERS CORP,TRI,Industrials,Canada,2.203,Actions
ZOOMINFO TECHNOLOGIES INC,ZI,Communication,Etats-Unis,2.202,Actions
MEIJI HOLDINGS LTD,2269,Consumer Staples,Japon,2.191,Actions
HOME REIT PLC,HOME,Real Estate,Royaume-Uni,2.189,Actions
AGC INC,5201,Industrials,Japon,2.1870000000000003,Actions
AFRICAN RAINBOW MINERAL LTD,ARI,Materials,Afrique du Sud,2.185,Actions
EQUIFAX INC,EFX,Industrials,Etats-Unis,2.1830000000000003,Actions
SNOWFLAKE CLASS A,SNOW,Technology,Etats-Unis,2.18,Actions
MANDIANT INC,MNDT,Technology,Etats-Unis,2.18,Actions
NORTHLAND POWER INC,NPI,Utilities,Canada,2.178,Actions
SESA,SES,Technology,Italie,2.1750000000000003,Actions
XERO LTD,XRO,Technology,Australie,2.175,Actions
PTC INC,PTC,Technology,Etats-Unis,2.174,Actions
MINEBEA MITSUMI INC,6479,Industrials,Japon,2.173,Actions
KEPPEL DC REIT,AJBU,Real Estate,Singapour,2.172,Actions
SHANGHAI COMMERCIAL LTD,5876,Financials,Taïwan,2.17,Actions
COMPUTACENTER PLC,CCC,Technology,Royaume-Uni,2.169,Actions
AURIZON HOLDINGS LTD,AZJ,Industrials,Australie,2.169,Actions
WOOLWORTHS HOLDING LTD,WHL,Consumer Discretionary,Afrique du Sud,2.168,Actions
VIAPLAY GROUP CLASS B,VPLAY B,Communication,Suède,2.163,Actions
EBARA CORP,6361,Industrials,Japon,2.162,Actions
KIMBERLY-CLARK DE MEXICO CLASS A,KIMBERA,Consumer Staples,Mexique,2.161,Actions
NESTLE MALAYSIA,NESTLE,Consumer Staples,Malaisie,2.154,Actions
IONIS PHARMACEUTICALS INC,IONS,Health Care,Etats-Unis,2.152,Actions
SENSATA TECHNOLOGIES HOLDING PLC,ST,Industrials,Etats-Unis,2.148,Actions
MASRAF AL RAYAN,MARK,Financials,Quatar,2.148,Actions
UNIPOLSAI,US,Financials,Italie,2.147,Actions
APOLLO HOSPITALS ENTERPRISE LTD,APOLLOHOSP,Health Care,Inde,2.1390000000000002,Actions
VISTRY GROUP PLC,VTY,Consumer Discretionary,Royaume-Uni,2.1340000000000003,Actions
QUANTA COMPUTER INC,2382,Technology,Taïwan,2.1310000000000002,Actions
MASIMO CORP,MASI,Health Care,Etats-Unis,2.13,Actions
STOREBRAND,STB,Financials,Norvège,2.1260000000000003,Actions
DOLLARAMA INC,DOL,Consumer Discretionary,Canada,2.126,Actions
ALKERMES,ALKS,Health Care,Etats-Unis,2.125,Actions
EQUITABLE HOLDINGS INC,EQH,Financials,Etats-Unis,2.121,Actions
KRAFTON INC,259960,Communication,Corée,2.12,Actions
RIVIAN AUTOMOTIVE INC CLASS A,RIVN,Consumer Discretionary,Etats-Unis,2.117,Actions
WEBSTER FINANCIAL CORP,WBS,Financials,Etats-Unis,2.1100000000000003,Actions
DAI NIPPON PRINTING LTD,7912,Industrials,Japon,2.109,Actions
ARAB NATIONAL BANK,1080,Financials,Arabie saoudite,2.103,Actions
NEXANS SA,NEX,Industrials,France,2.1029999999999998,Actions
DISCO CORP,6146,Technology,Japon,2.102,Actions
TAIYO YUDEN LTD,6976,Technology,Japon,2.1,Actions
OIL AND NATURAL GAS LTD,ONGC,Energy,Inde,2.098,Actions
CALIFORNIA WATER SERVICE GROUP,CWT,Utilities,Etats-Unis,2.097,Actions
TENABLE HOLDINGS INC,TENB,Technology,Etats-Unis,2.09,Actions
ORICA LTD,ORI,Materials,Australie,2.089,Actions
GAMES WORKSHOP GROUP PLC,GAW,Consumer Discretionary,Royaume-Uni,2.089,Actions
BMO COMMERCIAL PROPERTY TRUST LIMI,BCPT,Real Estate,Royaume-Uni,2.088,Actions
TECHNOGYM,TGYM,Consumer Discretionary,Italie,2.0869999999999997,Actions
TELUS CORP,T,Communication,Canada,2.086,Actions
BIOHAVEN PHARMACEUTICAL HOLDING CO,BHVN,Health Care,Etats-Unis,2.082,Actions
INTRA CELLULAR THERAPIES INC,ITCI,Health Care,Etats-Unis,2.0789999999999997,Actions
PICC PROPERTY AND CASUALTY LTD H,2328,Financials,Chine,2.077,Actions
ANIMA HOLDING,ANIM,Financials,Italie,2.074,Actions
ULTRATECH CEMENT LTD,ULTRACEMCO,Materials,Inde,2.073,Actions
EMPRESAS CMPC SA,CMPC,Materials,Chili,2.072,Actions
SK SQUARE LTD,402340,Technology,Corée,2.071,Actions
TIM SA,TIMS3,Communication,Brésil,2.069,Actions
ROHM LTD,6963,Technology,Japon,2.068,Actions
COUNTRY GARDEN HOLDINGS LTD,2007,Real Estate,Chine,2.064,Actions
NVR INC,NVR,Consumer Discretionary,Etats-Unis,2.062,Actions
METSA BOARD CLASS B,METSB,Materials,Finlande,2.061,Actions
ENERGY ABSOLUTE NON-VOTING DR PCL,EA.R,Utilities,Thaïlande,2.059,Actions
BRITANNIA INDUSTRIES LTD,BRITANNIA,Consumer Staples,Inde,2.059,Actions
ADVANTECH LTD,2395,Technology,Taïwan,2.058,Actions
CHINA CONCH VENTURE HOLDINGS LTD,586,Industrials,Chine,2.057,Actions
AUO CORP,2409,Technology,Taïwan,2.056,Actions
MSCI INC,MSCI,Financials,Etats-Unis,2.054,Actions
WIZZ AIR HOLDINGS PLC,WIZZ,Industrials,Royaume-Uni,2.0500000000000003,Actions
SILERGY CORP,6415,Technology,Taïwan,2.049,Actions
CHRISTIAN DIOR,CDI,Consumer Discretionary,France,2.049,Actions
WALLENSTAM B,WALL B,Real Estate,Suède,2.044,Actions
ALFA A,ALFAA,Industrials,Mexique,2.043,Actions
HERO MOTOCORP LTD,HEROMOTOCO,Consumer Discretionary,Inde,2.038,Actions
DAVITA INC,DVA,Health Care,Etats-Unis,2.035,Actions
BENTLEY SYSTEMS INC CLASS B,BSY,Technology,Etats-Unis,2.0340000000000003,Actions
NORTHAM PLATINUM HLDGS LTD,NPH,Materials,Afrique du Sud,2.032,Actions
TRAVIS PERKINS PLC,TPK,Industrials,Royaume-Uni,2.029,Actions
UNIPAR CARBOCLORO SA PREF B,UNIP6,Materials,Brésil,2.027,Actions
VORNADO REALTY TRUST REIT,VNO,Real Estate,Etats-Unis,2.021,Actions
NOVATEK MICROELECTRONICS CORP,3034,Technology,Taïwan,2.021,Actions
NEXTDC LTD,NXT,Technology,Australie,2.0180000000000002,Actions
BELIMO N AG,BEAN,Industrials,Suisse,2.0140000000000002,Actions
NOMURA REAL ESTATE HOLDINGS INC,3231,Real Estate,Japon,2.014,Actions
OVINTIV INC,OVV,Energy,Canada,2.013,Actions
SWITCH INC CLASS A,SWCH,Technology,Etats-Unis,2.008,Actions
ANNALY CAPITAL MANAGEMENT REIT INC,NLY,Financials,Etats-Unis,2.007,Actions
GLOBE LIFE INC,GL,Financials,Etats-Unis,2.007,Actions
MBANK SA,MBK,Financials,Pologne,2.0060000000000002,Actions
QATAR ISLAMIC BANK,QIBK,Financials,Quatar,2.005,Actions
IDP EDUCATION PTY LTDINARY,IEL,Consumer Discretionary,Australie,2.004,Actions
KEYERA CORP,KEY,Energy,Canada,2.003,Actions
MAPLETREE INDUSTRIAL UNITS TRUST,ME8U,Real Estate,Singapour,2.002,Actions
COSCO SHIPPING PORTS LTD,1199,Industrials,Chine,1.994,Actions
TEXAS PACIFIC LAND CORP,TPL,Energy,Etats-Unis,1.993,Actions
ICADE REIT SA,ICAD,Real Estate,France,1.9920000000000002,Actions
PENUMBRA INC,PEN,Health Care,Etats-Unis,1.991,Actions
QUALYS INC,QLYS,Technology,Etats-Unis,1.98,Actions
DIVIS LABORATORIES LTD,DIVISLAB,Health Care,Inde,1.979,Actions
INDUSTRIAL BANK LTD A,601166,Financials,Chine,1.9749999999999999,Actions
ORIX JREIT REIT INC,8954,Real Estate,Japon,1.973,Actions
RINGCENTRAL INC CLASS A,RNG,Technology,Etats-Unis,1.972,Actions
SAMSUNG SDS LTD,018260,Technology,Corée,1.972,Actions
BRIXMOR PROPERTY GROUP REIT INC,BRX,Real Estate,Etats-Unis,1.97,Actions
TRELLEBORG B,TREL B,Industrials,Suède,1.9689999999999999,Actions
CENTRAIS ELETR BRAS-ELETROBRAS SER,ELET6,Utilities,Brésil,1.9680000000000002,Actions
CLARIVATE PLC,CLVT,Industrials,Etats-Unis,1.968,Actions
SAMSUNG LIFE LTD,032830,Financials,Corée,1.967,Actions
NEW RELIC INC,NEWR,Technology,Etats-Unis,1.9669999999999999,Actions
A O SMITH CORP,AOS,Industrials,Etats-Unis,1.966,Actions
ADVANCE RESIDENCE INVESTMENT REIT,3269,Real Estate,Japon,1.964,Actions
INVENTEC CORP,2356,Technology,Taïwan,1.9580000000000002,Actions
ATOS,ATO,Technology,France,1.956,Actions
ROTORK PLC,ROR,Industrials,Royaume-Uni,1.956,Actions
VICTREX PLC,VCT,Materials,Royaume-Uni,1.951,Actions
GRAFTON GROUP UNITS PLC,GFTU,Industrials,Royaume-Uni,1.949,Actions
ALDAR PROPERTIES,ALDAR,Real Estate,Emirats Arabes Unis (EAU),1.9460000000000002,Actions
CLOSE BROS GROUP PLC,CBG,Financials,Royaume-Uni,1.9420000000000002,Actions
TELADOC HEALTH INC,TDOC,Health Care,Etats-Unis,1.9400000000000002,Actions
TEXTRON INC,TXT,Industrials,Etats-Unis,1.939,Actions
SHENZHEN INTERNATIONAL HOLDINGS LT,152,Industrials,Chine,1.935,Actions
HINDALCO INDUSTRIES LTD,HINDALCO,Materials,Inde,1.935,Actions
TENCENT MUSIC ENTERTAINMENT GROUP,TME,Communication,Chine,1.935,Actions
METRO INC,MRU,Consumer Staples,Canada,1.934,Actions
AUCKLAND INTERNATIONAL AIRPORT LTD,AIA,Industrials,Nouvelle-Zélande,1.933,Actions
SYNOVUS FINANCIAL CORP,SNV,Financials,Etats-Unis,1.932,Actions
BAKKAFROST,BAKKA,Consumer Staples,Norvège,1.931,Actions
ELEKTA B,EKTA B,Health Care,Suède,1.931,Actions
SARAS,SRS,Energy,Italie,1.929,Actions
DXC TECHNOLOGY,DXC,Technology,Etats-Unis,1.9289999999999998,Actions
EAST WEST BANCORP INC,EWBC,Financials,Etats-Unis,1.9249999999999998,Actions
CAREL,CRL,Industrials,Italie,1.9249999999999998,Actions
CIVITAS SOCIAL HOUSING PLC P,CSH,Real Estate,Royaume-Uni,1.923,Actions
UNITED URBAN INVESTMENT REIT CORP,8960,Real Estate,Japon,1.923,Actions
COSCO SHIPPING HOLDINGS LTD H,1919,Industrials,Chine,1.923,Actions
UOL GROUP LTD,U14,Real Estate,Singapour,1.919,Actions
TATA MOTORS LTD,TATAMOTORS,Consumer Discretionary,Inde,1.917,Actions
LOEWS CORP,L,Financials,Etats-Unis,1.915,Actions
WR BERKLEY CORP,WRB,Financials,Etats-Unis,1.913,Actions
AMOREPACIFIC CORP,090430,Consumer Staples,Corée,1.912,Actions
VIENNA INSURANCE GROUP AG,VIG,Financials,Autriche,1.912,Actions
FUJI ELECTRIC LTD,6504,Industrials,Japon,1.911,Actions
UNIQA INSURANCE GROUP AG,UQA,Financials,Autriche,1.9100000000000001,Actions
INDIVIOR PLC,INDV,Health Care,Royaume-Uni,1.9080000000000001,Actions
HDFC LIFE INSURANCE COMPANY LTD,HDFCLIFE,Financials,Inde,1.905,Actions
AL MOUWASAT MEDICAL SERVICES,4002,Health Care,Arabie saoudite,1.905,Actions
AGREE REALTY REIT CORP,ADC,Real Estate,Etats-Unis,1.904,Actions
FISHER AND PAYKEL HEALTHCARE CORPO,FPH,Health Care,Nouvelle-Zélande,1.901,Actions
ZTE CORP H,763,Technology,Chine,1.901,Actions
SCHINDLER HOLDING AG,SCHN,Industrials,Suisse,1.9,Actions
COMPANHIA SIDERURGICA NACIONAL SA,CSNA3,Materials,Brésil,1.9,Actions
ECOPRO BM LTD,247540,Industrials,Corée,1.899,Actions
THE LOTTERY CORPORATION LTD,TLC,Consumer Discretionary,Australie,1.899,Actions
XPENG CLASS A INC,9868,Consumer Discretionary,Chine,1.898,Actions
MAPLETREE COMMERCIAL UNITS TRUST,N2IU,Real Estate,Singapour,1.8960000000000001,Actions
ORIGIN ENERGY LTD,ORG,Utilities,Australie,1.8940000000000001,Actions
GODADDY INC CLASS A,GDDY,Technology,Etats-Unis,1.892,Actions
AECOM,ACM,Industrials,Etats-Unis,1.891,Actions
PALANTIR TECHNOLOGIES INC CLASS A,PLTR,Technology,Etats-Unis,1.891,Actions
AMERICOLD REALTY INC TRUST,COLD,Real Estate,Etats-Unis,1.889,Actions
PG&E CORP,PCG,Utilities,Etats-Unis,1.884,Actions
COLGATE PALMOLIVE INDIA LTD,COLPAL,Consumer Staples,Inde,1.8800000000000001,Actions
SHIMADZU CORP,7701,Technology,Japon,1.877,Actions
SINOPAC FINANCIAL HOLDINGS LTD,2890,Financials,Taïwan,1.875,Actions
FORTNOX,FNOX,Technology,Suède,1.87,Actions
YAKULT HONSHA LTD,2267,Consumer Staples,Japon,1.868,Actions
TREASURY WINE ESTATES LTD,TWE,Consumer Staples,Australie,1.867,Actions
YANBU NATIONAL PETROCHEMICALS,2290,Materials,Arabie saoudite,1.864,Actions
KILROY REALTY REIT CORP,KRC,Real Estate,Etats-Unis,1.8639999999999999,Actions
MOLINA HEALTHCARE INC,MOH,Health Care,Etats-Unis,1.862,Actions
IWG,IWG,Real Estate,Royaume-Uni,1.861,Actions
B2GOLD CORP,BTO,Materials,Canada,1.861,Actions
SSR MINING INC,SSRM,Materials,Canada,1.859,Actions
NISSHIN SEIFUN GROUP INC,2002,Consumer Staples,Japon,1.858,Actions
ICL GROUP LTD,ICL,Materials,Israël,1.8579999999999999,Actions
HEXPOL CLASS B,HPOL B,Materials,Suède,1.8559999999999999,Actions
TAMBURI INVESTMENT PARTNERS,TIP,Financials,Italie,1.853,Actions
KOITO MANUFACTURING LTD,7276,Consumer Discretionary,Japon,1.852,Actions
KEIO CORP,9008,Industrials,Japon,1.8519999999999999,Actions
SHENZHEN MINDRAY BIO-MEDICAL ELECT,300760,Health Care,Chine,1.851,Actions
MOHAWK INDUSTRIES INC,MHK,Consumer Discretionary,Etats-Unis,1.85,Actions
BEIJING CAPITAL INTERNATIONAL AIRP,694,Industrials,Chine,1.8499999999999999,Actions
GREGGS PLC,GRG,Consumer Discretionary,Royaume-Uni,1.844,Actions
COLBUN MACHICURA SA,COLBUN,Utilities,Chili,1.843,Actions
ACER,2353,Technology,Taïwan,1.839,Actions
ONTO INNOVATION INC,ONTO,Technology,Etats-Unis,1.838,Actions
EXPEDIA GROUP INC,EXPE,Consumer Discretionary,Etats-Unis,1.833,Actions
CABLE ONE INC,CABO,Communication,Etats-Unis,1.833,Actions
CARMAX INC,KMX,Consumer Discretionary,Etats-Unis,1.826,Actions
LIBERTY GLOBAL PLC CLASS C,LBTYK,Communication,Etats-Unis,1.825,Actions
GROWTHPOINT PROP LTD SHS,GRT,Real Estate,Afrique du Sud,1.825,Actions
ZURN WATER SOLUTIONS CORP,ZWS,Industrials,Etats-Unis,1.823,Actions
DEUTSCHE WOHNEN,DWNI,Real Estate,Allemagne,1.822,Actions
ISHARES MSCI SAUDI ARABIA CAPPED,IKSA,Autres,Irlande,1.821,Actions
NASDAQ INC,NDAQ,Financials,Etats-Unis,1.821,Actions
CAPCOM LTD,9697,Communication,Japon,1.819,Actions
UK COMMERCIAL PROPERTY REIT LTD,UKCM,Real Estate,Royaume-Uni,1.818,Actions
PEGATRON CORP,4938,Technology,Taïwan,1.818,Actions
BEIGENE LTD,6160,Health Care,Chine,1.8170000000000002,Actions
SAMSUNG ELECTRONICS GDS REPRESENT,['SMSD' 'SMSN'],Technology,Corée,1.814,Actions
KOREA ELECTRIC POWER CORP,015760,Utilities,Corée,1.814,Actions
ACEA,ACE,Utilities,Italie,1.8139999999999998,Actions
E INK HOLDINGS INC,8069,Technology,Taïwan,1.8119999999999998,Actions
AMBARELLA INC,AMBA,Technology,Etats-Unis,1.811,Actions
ADANI TRANSMISSION LTD,ADANITRANS,Utilities,Inde,1.81,Actions
CHINA MINSHENG BANKING CORP LTD H,1988,Financials,Chine,1.809,Actions
NATIONAL RETAIL PROPERTIES REIT IN,NNN,Real Estate,Etats-Unis,1.807,Actions
LG DISPLAY LTD,034220,Technology,Corée,1.801,Actions
TAISEI CORP,1801,Industrials,Japon,1.797,Actions
RICOH LTD,7752,Technology,Japon,1.792,Actions
PIDILITE INDUSTRIES LTD,PIDILITIND,Materials,Inde,1.7890000000000001,Actions
TOKYO TATEMONO LTD,8804,Real Estate,Japon,1.788,Actions
ADEVINTA,ADE,Communication,Norvège,1.7850000000000001,Actions
CYBER ARK SOFTWARE LTD,CYBR,Technology,Israël,1.78,Actions
BAYCURRENT CONSULTING INC,6532,Industrials,Japon,1.78,Actions
TATA CONSUMER PRODUCTS LTD,TATACONSUM,Consumer Staples,Inde,1.772,Actions
COHERENT INC,COHR,Technology,Etats-Unis,1.771,Actions
MEDICLINIC INTERNATIONAL PLC,MDC,Health Care,Royaume-Uni,1.77,Actions
MIRATI THERAPEUTICS INC,MRTX,Health Care,Etats-Unis,1.768,Actions
SRI TRANG-AGRO INDUSTRY NON-VOTING,STA.R,Consumer Discretionary,Thaïlande,1.767,Actions
NGK INSULATORS LTD,5333,Industrials,Japon,1.766,Actions
WPG HOLDINGS LTD,3702,Technology,Taïwan,1.763,Actions
OBAYASHI CORP,1802,Industrials,Japon,1.76,Actions
PAN PACIFIC INTERNATIONAL HOLDINGS,7532,Consumer Discretionary,Japon,1.76,Actions
NIPPON PAINT HOLDINGS LTD,4612,Materials,Japon,1.76,Actions
GERRESHEIMER AG,GXI,Health Care,Allemagne,1.759,Actions
TAIWAN CEMENT CORP,1101,Materials,Taïwan,1.758,Actions
LUFAX HLDG AMERICAN DEPOSITARY SH,LU,Financials,Chine,1.758,Actions
AGCO CORP,AGCO,Industrials,Etats-Unis,1.755,Actions
DELTA ELECTRONICS (THAILAND) NON-V,DELTA.R,Technology,Thaïlande,1.754,Actions
LIBERTY BROADBAND CORP SERIES C,LBRDK,Communication,Etats-Unis,1.754,Actions
YUHAN CORP,000100,Health Care,Corée,1.752,Actions
TOKYO ELECTRIC POWER HOLDINGS INC,9501,Utilities,Japon,1.7510000000000001,Actions
MOBIMO HOLDING AG,MOBN,Real Estate,Suisse,1.751,Actions
HAYS PLC,HAS,Industrials,Royaume-Uni,1.75,Actions
ULTRAPAR PARTICIPOES SA,UGPA3,Energy,Brésil,1.7480000000000002,Actions
RIVERSTONE HOLDINGS LTD,AP4,Health Care,Singapour,1.7469999999999999,Actions
ODAKYU ELECTRIC RAILWAY LTD,9007,Industrials,Japon,1.742,Actions
TECK RESOURCES SUBORDINATE VOTING,TECK.B,Materials,Canada,1.7389999999999999,Actions
YUANTA FINANCIAL HOLDING LTD,2885,Financials,Taïwan,1.731,Actions
PROMOTORA Y OPERADORA DE INFRAESTR,PINFRA*,Industrials,Mexique,1.73,Actions
AAK,AAK,Consumer Staples,Suède,1.73,Actions
EVEREST RE GROUP LTD,RE,Financials,Etats-Unis,1.724,Actions
CDW CORP,CDW,Technology,Etats-Unis,1.719,Actions
L&F LTD,066970,Technology,Corée,1.717,Actions
ALLEGHANY CORP,Y,Financials,Etats-Unis,1.717,Actions
GEORGE WESTON LTD,WN,Consumer Staples,Canada,1.715,Actions
TAIWAN HIGH SPEED RAIL CORP,2633,Industrials,Taïwan,1.713,Actions
SIG GROUP N AG,SIGN,Materials,Suisse,1.713,Actions
SPIRENT COMMUNICATIONS,SPT,Technology,Royaume-Uni,1.709,Actions
ATACADAO CARREFOUR SA,CRFB3,Consumer Staples,Brésil,1.7089999999999999,Actions
DAR AL ARKAN REAL ESTATE DEVELOPME,4300,Real Estate,Arabie saoudite,1.7080000000000002,Actions
METALURGICA GERDAU PREF SA,GOAU4,Materials,Brésil,1.708,Actions
VAIL RESORTS INC,MTN,Consumer Discretionary,Etats-Unis,1.707,Actions
EXACT SCIENCES CORP,EXAS,Health Care,Etats-Unis,1.707,Actions
NETSCOUT SYSTEMS INC,NTCT,Technology,Etats-Unis,1.706,Actions
INTOUCH HOLDINGS NON-VOTING DR PCL,INTUCH.R,Communication,Thaïlande,1.705,Actions
NEPI ROCKCASTLE SA,NRP,Real Estate,Afrique du Sud,1.705,Actions
ILLIMITY BANK,ILTY,Financials,Italie,1.702,Actions
ADANI ENTERPRISES LTD,ADANIENT,Industrials,Inde,1.702,Actions
SILICON LABORATORIES INC,SLAB,Technology,Etats-Unis,1.701,Actions
INDUSTRIVARDEN SERIES,INDU C,Financials,Suède,1.699,Actions
KEISEI ELECTRIC RAILWAY LTD,9009,Industrials,Japon,1.699,Actions
MULTICHOICE GROUP LTD,MCG,Communication,Afrique du Sud,1.6989999999999998,Actions
MR PRICE GROUP LTD,MRP,Consumer Discretionary,Afrique du Sud,1.6969999999999998,Actions
GRUPO CARSO SERIES A1,GCARSOA1,Industrials,Mexique,1.6960000000000002,Actions
JENOPTIK N AG,JEN,Technology,Allemagne,1.696,Actions
UNIVERSAL DISPLAY CORP,OLED,Technology,Etats-Unis,1.695,Actions
SANDS CHINA LTD,1928,Consumer Discretionary,Hong-Kong,1.691,Actions
REALTEK SEMICONDUCTOR CORP,2379,Technology,Taïwan,1.688,Actions
NYFOSA,NYF,Real Estate,Suède,1.685,Actions
BRIDGEPOINT GROUP PLC,BPT,Financials,Royaume-Uni,1.684,Actions
IHH HEALTHCARE,IHH,Health Care,Malaisie,1.68,Actions
CRANSWICK PLC,CWK,Consumer Staples,Royaume-Uni,1.68,Actions
PPB GROUP,PPB,Consumer Staples,Malaisie,1.679,Actions
IMPERIAL OIL LTD,IMO,Energy,Canada,1.678,Actions
ALARM.COM HOLDINGS INC,ALRM,Technology,Etats-Unis,1.675,Actions
EAST MONEY INFORMATION LTD A,300059,Financials,Chine,1.675,Actions
HELVETIA HOLDING AG,HELN,Financials,Suisse,1.6749999999999998,Actions
KAJIMA CORP,1812,Industrials,Japon,1.674,Actions
UNIMICRON TECHNOLOGY CORP,3037,Technology,Taïwan,1.674,Actions
NH FOODS LTD,2282,Consumer Staples,Japon,1.673,Actions
DAIO PAPER CORP,3880,Materials,Japon,1.6709999999999998,Actions
BLACKBERRY LTD,BB,Technology,Canada,1.67,Actions
PING AN INSURANCE (GROUP) OF CHINA,601318,Financials,Chine,1.6660000000000001,Actions
BANCOLOMBIA PREF SA,PFBCOLOM,Financials,Colombie,1.665,Actions
SHANGHAI BAOSIGHT SOFTWARE LTD B,900926,Technology,Chine,1.665,Actions
NOVANTA INC,NOVT,Technology,Etats-Unis,1.662,Actions
GOLUB CAPITAL BDC INC,GBDC,Financials,Etats-Unis,1.661,Actions
ABU DHABI COMMERCIAL BANK,ADCB,Financials,Emirats Arabes Unis (EAU),1.661,Actions
PERKINELMER INC,PKI,Health Care,Etats-Unis,1.657,Actions
LOGAN GROUP COMPANY LTD,3380,Real Estate,Chine,1.6560000000000001,Actions
JAPAN PRIME REALTY INVESTMENT REIT,8955,Real Estate,Japon,1.653,Actions
FRAPORT FRANKFURT AIRPORT SERVICES,FRA,Industrials,Allemagne,1.6529999999999998,Actions
QUALICORP SA,QUAL3,Health Care,Brésil,1.646,Actions
TCL ZHONGHUAN RENEWABLE ENERGY TEC,002129,Technology,Chine,1.645,Actions
UNIVERSAL HEALTH SERVICES INC CLAS,UHS,Health Care,Etats-Unis,1.645,Actions
VIRGIN MONEY UK PLC,VMUK,Financials,Royaume-Uni,1.642,Actions
STORE CAPITAL CORP,STOR,Real Estate,Etats-Unis,1.641,Actions
LG INNOTEK LTD,011070,Technology,Corée,1.635,Actions
PROSPECT CAPITAL CORP,PSEC,Financials,Etats-Unis,1.634,Actions
SEKISUI CHEMICAL LTD,4204,Consumer Discretionary,Japon,1.6320000000000001,Actions
ANHUI CONCH CEMENT LTD H,914,Materials,Chine,1.631,Actions
AMERICANAS SA,AMER3,Consumer Discretionary,Brésil,1.631,Actions
GOLDMAN SACHS BDC INC,GSBD,Financials,Etats-Unis,1.631,Actions
VALLEY NATIONAL,VLY,Financials,Etats-Unis,1.63,Actions
TOPPAN PRINTING INC,7911,Industrials,Japon,1.629,Actions
TOBU RAILWAY LTD,9001,Industrials,Japon,1.627,Actions
TOP GLOVE CORPORATION,TOPGLOV,Health Care,Malaisie,1.627,Actions
SUNGROW POWER SUPPLY LTD A,300274,Industrials,Chine,1.6260000000000001,Actions
JOHN BEAN TECHNOLOGIES CORP,JBT,Industrials,Etats-Unis,1.625,Actions
ORMAT TECH INC,ORA,Utilities,Etats-Unis,1.619,Actions
WILLIAMS SONOMA INC,WSM,Consumer Discretionary,Etats-Unis,1.616,Actions
RAPID7 INC,RPD,Technology,Etats-Unis,1.615,Actions
JAPAN AIRLINES LTD,9201,Industrials,Japon,1.613,Actions
HKT TRUST AND HKT UNITS LTD,6823,Communication,Hong-Kong,1.613,Actions
COMPAL ELECTRONICS INC,2324,Technology,Taïwan,1.613,Actions
AUTOLIV INC,ALV,Consumer Discretionary,Etats-Unis,1.613,Actions
BANK OZK,OZK,Financials,Etats-Unis,1.611,Actions
BAJAJ AUTO LTD,BAJAJ.AUTO,Consumer Discretionary,Inde,1.6099999999999999,Actions
SMOORE INTERNATIONAL HOLDINGS LTD,6969,Consumer Staples,Chine,1.609,Actions
VERBIO VEREINIGTE BIOENERGIE AG,VBK,Energy,Allemagne,1.608,Actions
CALIX NETWORKS INC,CALX,Technology,Etats-Unis,1.607,Actions
CYTOKINETICS INC,CYTK,Health Care,Etats-Unis,1.604,Actions
KINTETSU GROUP HOLDINGS LTD,9041,Industrials,Japon,1.601,Actions
APARTMENT INCOME REIT CORP,AIRC,Real Estate,Etats-Unis,1.601,Actions
DAITO TRUST CONSTRUCTION LTD,1878,Real Estate,Japon,1.6,Actions
OMEGA HEALTHCARE INVESTORS REIT IN,OHI,Real Estate,Etats-Unis,1.598,Actions
GENTEX CORP,GNTX,Consumer Discretionary,Etats-Unis,1.597,Actions
AMERCO,UHAL,Industrials,Etats-Unis,1.595,Actions
CHESAPEAKE ENERGY CORP,CHK,Energy,Etats-Unis,1.593,Actions
ALIBABA HEALTH INFORMATION TECH LT,241,Consumer Discretionary,Chine,1.591,Actions
STAR BULK CARRIERS CORP,SBLK,Industrials,Grèce,1.591,Actions
SOHGO SECURITY SERVICES LTD,2331,Industrials,Japon,1.59,Actions
LONKING HOLDINGS LTD,3339,Industrials,Chine,1.59,Actions
THE PRS REIT PLC,PRSR,Real Estate,Royaume-Uni,1.5899999999999999,Actions
PTT EXPLORATION AND PRODUCTION NON,PTTEP.R,Energy,Thaïlande,1.5899999999999999,Actions
SQUARE ENIX HLDG LTD,9684,Communication,Japon,1.589,Actions
SAILPOINT TECHNOLOGIES HOLDINGS IN,SAIL,Technology,Etats-Unis,1.588,Actions
OPERADORA DE SITES MEXICANOS SAD,SITES1A-1,Communication,Mexique,1.587,Actions
CLEVELAND CLIFFS INC,CLF,Materials,Etats-Unis,1.586,Actions
COUPA SOFTWARE INC,COUP,Technology,Etats-Unis,1.5839999999999999,Actions
TRANSMISSORA ALIANCA ENERGIA ELETR,TAEE11,Utilities,Brésil,1.582,Actions
COMMERCE BANCSHARES INC,CBSH,Financials,Etats-Unis,1.5799999999999998,Actions
